"comp1011_c0_seq1" "comp1027_c0_seq1" "comp10479_c0_seq1" "comp106_c0_seq1" "comp109965_c0_seq1" "comp11600_c0_seq1" "comp12566_c0_seq1" "comp12654_c0_seq1" "comp12726_c0_seq1" "comp13440_c4_seq1" "comp13582_c0_seq1" "comp1486_c0_seq1" "comp14951_c0_seq1" "comp15427_c1_seq1" "comp15462_c0_seq1" "comp15605_c0_seq1" "comp1565_c0_seq1" "comp18590_c0_seq1" "comp1964_c0_seq1" "comp19776_c1_seq1" "comp22028_c0_seq1" "comp2237_c0_seq1" "comp24588_c0_seq1" "comp25728_c1_seq1" "comp26296_c0_seq1" "comp27438_c0_seq1" "comp29496_c0_seq1" "comp3065_c0_seq1" "comp3102_c0_seq1" "comp3285_c0_seq1" "comp33268_c0_seq1" "comp33846_c0_seq1" "comp3733_c0_seq1" "comp385_c0_seq1" "comp41125_c0_seq1" "comp4147_c0_seq1" "comp43034_c0_seq1" "comp4328_c0_seq1" "comp4611_c1_seq1" "comp46376_c0_seq1" "comp4835_c0_seq1" "comp4866_c0_seq1" "comp50758_c0_seq1" "comp51036_c0_seq1" "comp51056_c0_seq1" "comp5702_c1_seq1" "comp5739_c0_seq1" "comp5776_c0_seq1" "comp60064_c0_seq1" "comp6247_c0_seq1" "comp6268_c0_seq1" "comp6329_c0_seq1" "comp64000_c0_seq1" "comp64053_c0_seq1" "comp6753_c0_seq1" "comp6762_c0_seq1" "comp7067_c0_seq1" "comp7786_c0_seq1" "comp8064_c0_seq1" "comp8130_c0_seq1" "comp815_c0_seq1" "comp8237_c0_seq1" "comp90150_c0_seq1" "comp93351_c0_seq1" "comp9553_c0_seq1" "comp9706_c0_seq1"
"comp3733_c0_seq1" 0.5 0.292349466463415 0.5 0.5 0.5 0.157294484965907 0.5 0.5 0.296338427197802 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.295099431818182 0.5 0.5 0.5 9.48457799668844e-06 0.5 0.5 0.5 0.5 9.5367431640625e-07 9.5367431640625e-07 0.5 9.5367431640625e-07 0.241246234939759 0.5 0.5 0.5 0.5 0.5 0.302121184593023 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
"comp385_c0_seq1" 0.5 9.5367431640625e-07 0.5 0.207650533536585 0.5 1.05700642180404e-05 0.5 0.5 0.305047286184211 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.195995949332978 0.5 0.5 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 0.5 0.288585069444444 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07 9.48457799668844e-06 0.5 0.5 0.0545388926630435 9.5367431640625e-07 0.5 9.5367431640625e-07 0.303162306882022 9.5367431640625e-07 0.244791666666667 0.5 0.5 9.5367431640625e-07 0.294387335526316 0.5 0.0225830078125 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.241246234939759 0.5 0.5 0.5 0.5 0.5 0.5 0.5 9.5367431640625e-07 9.5367431640625e-07 0.5 0.5 0.5 0.5 0.5 0.5 0.5
"comp41125_c0_seq1" 0.5 0.298468929597701 0.5 0.5 0.5 0.5 0.5 0.5 0.296338427197802 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.283824573863636 0.5 0.5 0.5 1.13157678754425e-05 0.5 0.5 0.5 9.5367431640625e-07 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.255450581395349 0.5 0.5 0.5 0.5 0.303162306882022 0.293772977941176 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
"comp4147_c0_seq1" 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 9.5367431640625e-07 0.0116861032885174 0.5 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 9.5367431640625e-07 0.5 0.5 0.303162306882022 0.5 0.5 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.5 0.5 0.288585069444445 9.5367431640625e-07 9.5367431640625e-07 0.5 9.5367431640625e-07 0.5 9.5367431640625e-07 9.5367431640625e-07 0.302121184593023 9.5367431640625e-07 0.5 0.5 0.5 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07
"comp43034_c0_seq1" 0.5 0.299609375 0.5 0.5 0.5 0.167627434587172 0.5 0.5 0.305047286184211 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.296338427197802 0.5 0.5 0.5 9.48457799668844e-06 0.5 0.5 0.5 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07 0.5 0.5 0.244791666666667 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
"comp4328_c0_seq1" 0.5 0.5 0.5 0.5 0.5 0.0612985751005206 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.246789383561644 0.5 0.5 0.246956168831169 0.5 0.5 0.297247023809524 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.241246234939759 0.244791666666667 0.255450581395349 0.5 0.244791666666667 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
"comp4611_c1_seq1" 0.0640115940824468 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.110030011432927 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.0323643838205645 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.0320213804853723 0.5 0.5 0.5 0.5 0.5 0.5
"comp46376_c0_seq1" 0.03271484375 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.0742458767361111 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.0323643838205645 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.5 0.5 0.5
"comp4835_c0_seq1" 0.5 9.5367431640625e-07 0.5 0.21279296875 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.200799662739643 0.5 9.5367431640625e-07 0.5 9.5367431640625e-07 0.0121062864740211 0.5 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07 0.0125579833984375 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07 0.5 9.5367431640625e-07 9.5367431640625e-07 0.0557454427083333 0.5 9.5367431640625e-07 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.5 0.5 0.300875756048387 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.231993140243902 9.5367431640625e-07 9.5367431640625e-07 0.5 9.5367431640625e-07 0.5 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07 0.5 0.5 0.5 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07
"comp4866_c0_seq1" 0.5 0.294387335526316 0.5 0.292349466463415 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.294387335526316 0.5 0.5 0.5 0.5 0.294387335526316 0.5 0.5 0.294387335526316 0.5 0.5 0.5 0.294387335526316 0.294387335526316 0.294387335526316 0.5 0.5 0.5 0.5 0.5 0.294387335526316 0.5 0.5 0.5 0.5 0.5 0.5 0.300875756048387 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.294387335526316 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.294387335526316 0.283824573863636 0.5 0.5 0.5 0.258969907407407 0.5 0.5 0.5
"comp50758_c0_seq1" 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.03271484375 0.5 0.163213315217391 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.303162306882022 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
"comp51036_c0_seq1" 0.5 9.5367431640625e-07 0.5 0.25 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 9.5367431640625e-07 0.0116861032885174 0.5 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07 0.0122531797827744 0.0225830078125 9.5367431640625e-07 0.0225830078125 0.5 9.5367431640625e-07 9.5367431640625e-07 0.0815600018168605 0.302121184593023 0.0225830078125 0.293772977941176 9.5367431640625e-07 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.0225830078125 0.231069711538462 9.5367431640625e-07 9.5367431640625e-07 0.5 9.5367431640625e-07 0.5 9.5367431640625e-07 9.5367431640625e-07 0.0225830078125 9.5367431640625e-07 0.5 0.5 0.5 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07
"comp51056_c0_seq1" 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
"comp5702_c1_seq1" 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.297498337765957 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.5 0.5 0.0323643838205645 0.5 0.288850715361446 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
"comp5739_c0_seq1" 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.295934606481481 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
"comp5776_c0_seq1" 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.292349466463415 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.0323643838205645 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
"comp60064_c0_seq1" 0.5 9.5367431640625e-07 0.5 0.207650533536585 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.195995949332978 0.5 0.5 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 0.5 0.5 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07 0.5 0.5 0.5 0.0545388926630435 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.294387335526316 0.5 0.0225830078125 0.5 0.5 0.5 0.5 0.5 0.241246234939759 0.5 0.5 0.5 0.5 0.5 0.5 0.5 9.5367431640625e-07 9.5367431640625e-07 0.5 0.5 0.5 0.5 0.5 0.5 0.5
"comp6247_c0_seq1" 0.5 0.241246234939759 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.123703944830247 0.5 0.241246234939759 0.5 0.5 0.299609375 0.5 0.241246234939759 0.5 0.5 0.241246234939759 0.5 0.5 0.5 0.241246234939759 0.241246234939759 0.241246234939759 0.5 0.308282081117021 0.5 0.5 0.5 0.241246234939759 0.5 0.288585069444445 0.5 0.5 0.5 0.5 0.231993140243902 0.5 0.5 0.231069711538462 0.5 0.288850715361446 0.5 0.5 0.241246234939759 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.241246234939759 0.25 0.5 0.5 0.5 0.5 0.5 0.5 0.5
"comp6268_c0_seq1" 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 9.5367431640625e-07 0.0116861032885174 0.5 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07 0.0122531797827744 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 9.5367431640625e-07 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.5 9.5367431640625e-07 0.5 9.5367431640625e-07 9.5367431640625e-07 0.5 9.5367431640625e-07 0.5 0.5 0.5 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07
"comp6329_c0_seq1" 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 9.5367431640625e-07 0.01339111328125 0.5 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07 0.013756320901113 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 9.5367431640625e-07 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 9.5367431640625e-07 9.5367431640625e-07 0.5 9.5367431640625e-07 0.5 0.5 0.5 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07
"comp64000_c0_seq1" 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.172541535297561 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.100146484375 0.5 0.5 0.5 0.5
"comp64053_c0_seq1" 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 9.5367431640625e-07 0.0116861032885174 0.5 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07 0.0122531797827744 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 9.5367431640625e-07 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 0.5 0.295934606481481 0.5 0.5 0.5 9.5367431640625e-07 9.5367431640625e-07 0.5 0.5 0.5 9.5367431640625e-07 9.5367431640625e-07 0.5 9.5367431640625e-07 0.5 0.5 0.5 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07
"comp6753_c0_seq1" 0.5 0.5 0.5 0.292349466463415 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.293772977941177 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.298468929597701 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
"comp6762_c0_seq1" 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.302121184593023 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 9.5367431640625e-07 0.0116861032885174 0.5 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 9.5367431640625e-07 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.5 0.5 0.5 9.5367431640625e-07 9.5367431640625e-07 0.5 9.5367431640625e-07 0.298468929597701 0.5 9.5367431640625e-07 0.5 9.5367431640625e-07 0.5 0.5 0.5 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07
"comp7067_c0_seq1" 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 9.5367431640625e-07 0.0116861032885174 0.5 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07 0.0122531797827744 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 9.5367431640625e-07 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.5 0.5 0.5 9.5367431640625e-07 9.5367431640625e-07 0.5 9.5367431640625e-07 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 0.5 0.5 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07
"comp7786_c0_seq1" 0.5 9.5367431640625e-07 0.5 0.207650533536585 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.195995949332978 0.5 0.5 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 0.5 0.5 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07 0.5 0.5 0.5 0.0545388926630435 0.5 9.5367431640625e-07 0.5 0.302121184593023 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.294387335526316 0.5 0.0225830078125 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.241246234939759 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.5 0.5 0.5 0.5
"comp8064_c0_seq1" 0.5 9.5367431640625e-07 0.5 0.210834703947368 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.180243152127042 0.5 9.5367431640625e-07 0.5 9.5367431640625e-07 9.5367431640625e-07 0.5 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07 0.0122531797827744 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07 0.5 9.5367431640625e-07 9.5367431640625e-07 0.0590102251838235 0.5 9.5367431640625e-07 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.283824573863636 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.25 9.5367431640625e-07 9.5367431640625e-07 0.5 9.5367431640625e-07 0.5 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07 0.5 0.5 0.5 0.5 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07
"comp8130_c0_seq1" 0.0323643838205645 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.0742458767361111 0.5 0.5 0.5 0.5 0.5 0.242351973684211 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.0320213804853723 9.5367431640625e-07 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
"comp815_c0_seq1" 0.5 0.5 0.5 0.5 0.5 0.5 0.0106967357878989 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
"comp8237_c0_seq1" 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.100146484375 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5
"comp90150_c0_seq1" 0.5 9.5367431640625e-07 0.5 0.25 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 9.5367431640625e-07 0.0116861032885174 0.5 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07 0.0122531797827744 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 9.5367431640625e-07 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.258969907407407 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.5 0.5 0.5 9.5367431640625e-07 9.5367431640625e-07 0.5 9.5367431640625e-07 0.5 9.5367431640625e-07 9.5367431640625e-07 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.5 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07
"comp93351_c0_seq1" 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 9.5367431640625e-07 0.0116861032885174 0.5 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07 0.0122531797827744 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 9.5367431640625e-07 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.5 0.5 0.5 9.5367431640625e-07 9.5367431640625e-07 0.5 9.5367431640625e-07 0.5 9.5367431640625e-07 9.5367431640625e-07 0.5 9.5367431640625e-07 0.5 0.5 0.5 9.5367431640625e-07 0.5 9.5367431640625e-07 9.5367431640625e-07
"comp9553_c0_seq1" 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 9.5367431640625e-07 0.0116861032885174 0.5 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07 0.0122531797827744 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 9.5367431640625e-07 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.5 0.5 0.5 9.5367431640625e-07 9.5367431640625e-07 0.5 9.5367431640625e-07 0.5 9.5367431640625e-07 9.5367431640625e-07 0.5 9.5367431640625e-07 0.5 0.5 0.5 9.5367431640625e-07 9.5367431640625e-07 0.5 9.5367431640625e-07
"comp9706_c0_seq1" 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 9.5367431640625e-07 0.0116861032885174 0.5 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07 0.0122531797827744 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 9.5367431640625e-07 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.5 9.5367431640625e-07 0.5 0.5 9.5367431640625e-07 0.5 0.5 0.5 0.5 0.5 0.5 9.5367431640625e-07 9.5367431640625e-07 0.5 9.5367431640625e-07 0.5 9.5367431640625e-07 9.5367431640625e-07 0.5 9.5367431640625e-07 0.5 0.5 0.5 9.5367431640625e-07 9.5367431640625e-07 9.5367431640625e-07 0.5
