nodeName altName nodeAttribute
comp15751_c0 NA blue
comp15752_c0 NA blue
comp15757_c1 NA turquoise
comp15759_c0 NA blue
comp1576_c1 NA blue
comp15761_c0 NA turquoise
comp15763_c0 NA turquoise
comp15764_c0 NA blue
comp1577_c1 NA turquoise
comp15770_c0 NA turquoise
comp15775_c0 NA blue
comp15783_c0 NA blue
comp15787_c0 NA turquoise
comp1579_c3 NA blue
comp15790_c0 NA turquoise
comp15797_c0 NA blue
comp15798_c0 NA blue
comp158_c0 NA blue
comp15800_c0 NA blue
comp15802_c0 NA turquoise
comp15803_c0 NA blue
comp15804_c0 NA turquoise
comp15807_c0 NA turquoise
comp1581_c0 NA blue
comp15814_c0 NA red
comp15819_c0 NA turquoise
comp1582_c0 NA blue
comp15822_c0 NA blue
comp15823_c0 NA blue
comp15826_c0 NA turquoise
comp15827_c0 NA blue
comp15829_c0 NA blue
comp15836_c0 NA blue
comp1584_c0 NA turquoise
comp15842_c2 NA blue
comp15844_c1 NA blue
comp15845_c0 NA turquoise
comp1585_c0 NA blue
comp15851_c0 NA blue
comp15852_c0 NA blue
comp15853_c0 NA turquoise
comp15858_c0 NA turquoise
comp15859_c1 NA blue
comp1586_c0 NA turquoise
comp15861_c0 NA blue
comp15863_c0 NA turquoise
comp15869_c0 NA blue
comp1587_c0 NA blue
comp1587_c1 NA turquoise
comp15878_c0 NA turquoise
comp15881_c0 NA blue
comp15883_c1 NA blue
comp15886_c0 NA turquoise
comp15887_c0 NA yellow
comp15893_c0 NA turquoise
comp15897_c0 NA blue
comp15898_c0 NA turquoise
comp1590_c0 NA turquoise
comp15901_c0 NA turquoise
comp1591_c0 NA blue
comp15910_c0 NA yellow
comp15912_c3 NA blue
comp15912_c4 NA blue
comp15918_c1 NA turquoise
comp15919_c0 NA yellow
comp1592_c1 NA blue
comp15921_c0 NA turquoise
comp15924_c0 NA blue
comp15928_c1 NA turquoise
comp15929_c0 NA blue
comp1593_c0 NA turquoise
comp15934_c0 NA turquoise
comp15936_c0 NA blue
comp15953_c1 NA turquoise
comp15956_c0 NA turquoise
comp15959_c0 NA blue
comp1596_c0 NA blue
comp15960_c0 NA blue
comp15962_c1 NA turquoise
comp15965_c0 NA turquoise
comp15967_c0 NA turquoise
comp15971_c0 NA turquoise
comp15975_c0 NA turquoise
comp15978_c0 NA turquoise
comp15980_c0 NA blue
comp15984_c0 NA blue
comp15987_c0 NA turquoise
comp1599_c0 NA blue
comp15998_c0 NA turquoise
comp16_c0 NA turquoise
comp160_c0 NA blue
comp1600_c0 NA blue
comp1601_c0 NA turquoise
comp16010_c0 NA turquoise
comp16013_c0 NA blue
comp16016_c0 NA turquoise
comp16017_c0 NA turquoise
comp16020_c1 NA turquoise
comp16021_c0 NA blue
comp16032_c0 NA turquoise
comp16036_c0 NA blue
comp16039_c0 NA black
comp1604_c0 NA brown
comp16041_c0 NA turquoise
comp16044_c0 NA blue
comp16048_c0 NA blue
comp1605_c0 NA turquoise
comp16050_c1 NA blue
comp16051_c0 NA blue
comp16056_c0 NA turquoise
comp16060_c0 NA blue
comp16063_c0 NA blue
comp16070_c0 NA turquoise
comp16075_c0 NA blue
comp16078_c0 NA turquoise
comp1608_c0 NA blue
comp16080_c1 NA blue
comp16081_c1 NA turquoise
comp16082_c0 NA turquoise
comp16086_c0 NA turquoise
comp16089_c0 NA blue
comp16094_c0 NA blue
comp16098_c1 NA turquoise
comp16099_c0 NA turquoise
comp161_c1 NA turquoise
comp16100_c0 NA turquoise
comp16102_c0 NA blue
comp16103_c0 NA blue
comp16104_c0 NA blue
comp16105_c0 NA blue
comp16112_c0 NA turquoise
comp16114_c0 NA turquoise
comp16118_c0 NA blue
comp16119_c0 NA blue
comp1612_c0 NA blue
comp16127_c0 NA black
comp16132_c0 NA turquoise
comp16134_c0 NA turquoise
comp16138_c0 NA blue
comp16142_c0 NA blue
comp16150_c0 NA turquoise
comp16152_c0 NA turquoise
comp16158_c0 NA turquoise
comp1616_c0 NA turquoise
comp16162_c0 NA black
comp16167_c1 NA turquoise
comp16168_c0 NA blue
comp1617_c0 NA turquoise
comp16170_c0 NA turquoise
comp16172_c0 NA turquoise
comp16173_c0 NA blue
comp16175_c0 NA turquoise
comp16179_c0 NA brown
comp1618_c0 NA blue
comp16181_c1 NA blue
comp16190_c0 NA blue
comp16191_c0 NA brown
comp16198_c0 NA blue
comp162_c0 NA turquoise
comp1620_c0 NA turquoise
comp16201_c0 NA yellow
comp16207_c0 NA turquoise
comp16208_c1 NA grey
comp16216_c0 NA turquoise
comp16223_c0 NA turquoise
comp16227_c0 NA blue
comp1623_c0 NA turquoise
comp16232_c0 NA turquoise
comp16233_c0 NA turquoise
comp16238_c0 NA turquoise
comp16239_c0 NA turquoise
comp1624_c0 NA turquoise
comp16240_c0 NA brown
comp16242_c0 NA blue
comp16244_c0 NA blue
comp16249_c0 NA blue
comp1625_c1 NA turquoise
comp16251_c0 NA turquoise
comp16252_c0 NA blue
comp16257_c0 NA blue
comp1626_c0 NA blue
comp16260_c0 NA turquoise
comp16268_c0 NA blue
comp1627_c0 NA blue
comp16278_c0 NA turquoise
comp1629_c0 NA blue
comp16295_c0 NA turquoise
comp16296_c0 NA blue
comp163_c0 NA blue
comp16301_c0 NA blue
comp16302_c0 NA blue
comp16309_c0 NA turquoise
comp16311_c0 NA blue
comp16313_c0 NA turquoise
comp16316_c0 NA turquoise
comp1632_c0 NA turquoise
comp16320_c0 NA blue
comp16323_c1 NA blue
comp16329_c0 NA turquoise
comp16331_c0 NA turquoise
comp16338_c0 NA turquoise
comp16346_c1 NA blue
comp16349_c0 NA turquoise
comp16351_c0 NA turquoise
comp16352_c0 NA blue
comp16355_c0 NA turquoise
comp16360_c0 NA red
comp16362_c0 NA blue
comp16364_c1 NA turquoise
comp16368_c0 NA turquoise
comp1637_c0 NA turquoise
comp16374_c1 NA turquoise
comp16377_c0 NA blue
comp1638_c0 NA blue
comp16380_c0 NA blue
comp16384_c0 NA red
comp16387_c0 NA brown
comp1639_c0 NA turquoise
comp16391_c0 NA turquoise
comp16393_c2 NA brown
comp16397_c0 NA turquoise
comp16398_c0 NA turquoise
comp164_c1 NA turquoise
comp1640_c0 NA turquoise
comp16400_c0 NA blue
comp16409_c0 NA turquoise
comp16410_c0 NA turquoise
comp16414_c0 NA turquoise
comp16415_c0 NA blue
comp16418_c0 NA turquoise
comp16419_c0 NA turquoise
comp16420_c0 NA turquoise
comp16421_c0 NA turquoise
comp16425_c0 NA turquoise
comp1643_c0 NA turquoise
comp16430_c1 NA turquoise
comp1644_c0 NA turquoise
comp16442_c1 NA green
comp16448_c0 NA turquoise
comp1645_c0 NA turquoise
comp16451_c1 NA blue
comp16455_c1 NA turquoise
comp1646_c0 NA blue
comp16462_c0 NA black
comp16467_c0 NA blue
comp16473_c0 NA turquoise
comp16474_c0 NA blue
comp16474_c1 NA blue
comp16479_c0 NA red
comp16480_c0 NA turquoise
comp16481_c0 NA turquoise
comp16486_c0 NA blue
comp1649_c0 NA turquoise
comp16490_c0 NA blue
comp16496_c0 NA blue
comp16498_c0 NA turquoise
comp1650_c0 NA blue
comp16500_c0 NA blue
comp16502_c1 NA blue
comp1651_c0 NA turquoise
comp16514_c0 NA blue
comp1652_c0 NA blue
comp16522_c0 NA brown
comp16523_c4 NA green
comp16523_c5 NA blue
comp16527_c0 NA blue
comp16528_c0 NA turquoise
comp16529_c3 NA turquoise
comp16530_c0 NA turquoise
comp16532_c1 NA brown
comp16535_c0 NA blue
comp16539_c0 NA blue
comp16543_c0 NA yellow
comp16544_c0 NA blue
comp16555_c0 NA blue
comp16558_c0 NA blue
comp16561_c1 NA blue
comp16563_c1 NA blue
comp16565_c1 NA blue
comp16566_c0 NA turquoise
comp16573_c1 NA blue
comp16575_c0 NA turquoise
comp16585_c0 NA blue
comp1659_c0 NA blue
comp16595_c0 NA turquoise
comp16596_c0 NA blue
comp16599_c0 NA blue
comp166_c0 NA brown
comp1660_c0 NA red
comp16602_c0 NA turquoise
comp16604_c0 NA blue
comp16606_c0 NA blue
comp1661_c0 NA blue
comp16610_c0 NA turquoise
comp16611_c0 NA turquoise
comp16617_c0 NA brown
comp16618_c0 NA blue
comp1662_c0 NA blue
comp16624_c0 NA turquoise
comp16627_c0 NA turquoise
comp1663_c0 NA turquoise
comp16632_c0 NA blue
comp16637_c0 NA turquoise
comp1664_c0 NA blue
comp16642_c0 NA turquoise
comp16649_c0 NA blue
comp16651_c0 NA turquoise
comp16652_c0 NA turquoise
comp16654_c0 NA blue
comp16655_c0 NA turquoise
comp1666_c0 NA turquoise
comp16661_c1 NA turquoise
comp16662_c0 NA turquoise
comp16663_c0 NA blue
comp16664_c0 NA turquoise
comp16664_c1 NA blue
comp16666_c0 NA blue
comp16667_c0 NA turquoise
comp16669_c0 NA turquoise
comp1667_c0 NA blue
comp16673_c0 NA turquoise
comp16674_c0 NA turquoise
comp16675_c0 NA turquoise
comp1668_c0 NA turquoise
comp1668_c1 NA blue
comp16686_c0 NA blue
comp16687_c0 NA turquoise
comp1669_c0 NA turquoise
comp16690_c0 NA blue
comp16691_c0 NA turquoise
comp16692_c0 NA turquoise
comp16693_c1 NA turquoise
comp16696_c0 NA turquoise
comp16697_c0 NA turquoise
comp16698_c0 NA turquoise
comp1670_c1 NA blue
comp16707_c0 NA turquoise
comp1671_c0 NA blue
comp16710_c0 NA blue
comp16712_c0 NA turquoise
comp16713_c1 NA turquoise
comp1672_c0 NA turquoise
comp16724_c1 NA blue
comp16725_c0 NA turquoise
comp16736_c1 NA turquoise
comp16742_c1 NA blue
comp16743_c1 NA blue
comp16748_c0 NA turquoise
comp16749_c0 NA turquoise
comp16750_c0 NA turquoise
comp16751_c0 NA turquoise
comp16755_c0 NA blue
comp16756_c0 NA turquoise
comp16757_c1 NA turquoise
comp16760_c0 NA turquoise
comp16769_c1 NA blue
comp16771_c0 NA turquoise
comp16774_c0 NA yellow
comp16777_c0 NA blue
comp16778_c0 NA blue
comp1678_c0 NA blue
comp16780_c0 NA blue
comp16782_c0 NA black
comp16786_c0 NA blue
comp16790_c0 NA turquoise
comp16791_c0 NA blue
comp16792_c0 NA brown
comp16794_c0 NA blue
comp16798_c0 NA blue
comp16800_c0 NA blue
comp16803_c0 NA blue
comp16808_c0 NA green
comp16812_c0 NA blue
comp16814_c0 NA blue
comp16817_c0 NA turquoise
comp16819_c0 NA blue
comp16821_c0 NA brown
comp16825_c0 NA turquoise
comp16826_c0 NA turquoise
comp16827_c0 NA turquoise
comp16828_c0 NA turquoise
comp1683_c0 NA blue
comp16832_c0 NA blue
comp16833_c0 NA blue
comp1684_c1 NA turquoise
comp16844_c0 NA blue
comp16848_c1 NA blue
comp16849_c0 NA turquoise
comp1685_c0 NA blue
comp1686_c0 NA turquoise
comp16860_c0 NA turquoise
comp16861_c0 NA blue
comp16865_c0 NA blue
comp16867_c0 NA turquoise
comp16869_c0 NA blue
comp1687_c0 NA turquoise
comp16870_c0 NA black
comp16879_c0 NA turquoise
comp16881_c1 NA yellow
comp16884_c1 NA turquoise
comp16885_c0 NA turquoise
comp16889_c0 NA turquoise
comp1689_c0 NA blue
comp16890_c0 NA blue
comp16894_c1 NA blue
comp16896_c0 NA blue
comp16897_c0 NA blue
comp169_c0 NA turquoise
comp16900_c0 NA turquoise
comp16906_c0 NA turquoise
comp16909_c0 NA turquoise
comp16915_c0 NA turquoise
comp1692_c0 NA turquoise
comp16927_c0 NA turquoise
comp1693_c0 NA yellow
comp16933_c0 NA turquoise
comp16934_c0 NA turquoise
comp16935_c0 NA turquoise
comp16936_c0 NA turquoise
comp16937_c0 NA blue
comp1694_c0 NA blue
comp16941_c0 NA turquoise
comp16946_c0 NA blue
comp16946_c2 NA blue
comp16955_c0 NA turquoise
comp1696_c0 NA yellow
comp16961_c0 NA yellow
comp1697_c0 NA blue
comp16970_c0 NA turquoise
comp16973_c2 NA brown
comp16976_c0 NA turquoise
comp16978_c0 NA turquoise
comp1698_c0 NA blue
comp16983_c7 NA blue
comp16984_c0 NA turquoise
comp16985_c0 NA turquoise
comp16992_c1 NA turquoise
comp16998_c0 NA blue
comp17000_c0 NA blue
comp17001_c0 NA blue
comp17006_c0 NA blue
comp17009_c0 NA turquoise
comp17010_c0 NA turquoise
comp17011_c1 NA blue
comp17021_c0 NA blue
comp17023_c0 NA turquoise
comp17028_c0 NA blue
comp17029_c0 NA turquoise
comp1703_c0 NA blue
comp17035_c0 NA turquoise
comp1704_c0 NA turquoise
comp17040_c0 NA blue
comp17040_c1 NA blue
comp17046_c0 NA turquoise
comp17047_c0 NA turquoise
comp17049_c0 NA blue
comp1705_c0 NA blue
comp17058_c0 NA blue
comp1706_c1 NA turquoise
comp17063_c0 NA blue
comp17065_c0 NA brown
comp17068_c0 NA turquoise
comp17068_c1 NA turquoise
comp17069_c0 NA yellow
comp17070_c0 NA blue
comp17075_c0 NA turquoise
comp17076_c1 NA black
comp1708_c0 NA blue
comp17082_c0 NA blue
comp17087_c0 NA turquoise
comp1709_c0 NA turquoise
comp17091_c0 NA turquoise
comp17094_c0 NA yellow
comp1710_c0 NA black
comp17107_c0 NA blue
comp17108_c0 NA turquoise
comp17110_c0 NA blue
comp17114_c0 NA turquoise
comp17115_c1 NA blue
comp17118_c0 NA turquoise
comp17125_c0 NA blue
comp17128_c0 NA turquoise
comp17134_c0 NA blue
comp17138_c0 NA blue
comp17139_c0 NA blue
comp1714_c0 NA turquoise
comp17143_c0 NA turquoise
comp1715_c0 NA turquoise
comp17151_c0 NA turquoise
comp17153_c0 NA turquoise
comp17162_c0 NA turquoise
comp17165_c0 NA turquoise
comp17166_c0 NA blue
comp17172_c0 NA blue
comp17176_c0 NA turquoise
comp17183_c1 NA blue
comp17185_c0 NA brown
comp17187_c0 NA blue
comp1719_c0 NA turquoise
comp1719_c1 NA turquoise
comp17191_c0 NA turquoise
comp17194_c0 NA brown
comp17195_c0 NA brown
comp17207_c0 NA blue
comp1721_c0 NA turquoise
comp17215_c0 NA brown
comp17216_c0 NA blue
comp1722_c0 NA turquoise
comp17220_c1 NA turquoise
comp17229_c0 NA blue
comp1723_c0 NA turquoise
comp17233_c0 NA turquoise
comp17237_c0 NA turquoise
comp17241_c0 NA green
comp17242_c1 NA blue
comp17242_c2 NA blue
comp17245_c0 NA blue
comp17250_c0 NA turquoise
comp17253_c0 NA turquoise
comp17261_c0 NA brown
comp17265_c0 NA blue
comp17267_c1 NA red
comp17268_c0 NA turquoise
comp1727_c0 NA yellow
comp17275_c1 NA turquoise
comp17276_c0 NA blue
comp17278_c0 NA turquoise
comp1728_c0 NA turquoise
comp17287_c0 NA turquoise
comp17299_c0 NA blue
comp1730_c0 NA turquoise
comp1731_c1 NA blue
comp17316_c0 NA blue
comp17320_c0 NA turquoise
comp17326_c0 NA turquoise
comp17327_c1 NA blue
comp1733_c0 NA blue
comp1733_c1 NA blue
comp17332_c0 NA turquoise
comp17333_c0 NA turquoise
comp17337_c0 NA green
comp1734_c0 NA turquoise
comp17344_c0 NA turquoise
comp17345_c0 NA blue
comp17347_c0 NA turquoise
comp17348_c0 NA blue
comp17349_c0 NA turquoise
comp1735_c0 NA turquoise
comp17355_c0 NA turquoise
comp1736_c0 NA turquoise
comp17361_c0 NA turquoise
comp17376_c0 NA turquoise
comp17378_c0 NA black
comp1738_c0 NA blue
comp17384_c0 NA blue
comp17389_c1 NA blue
comp17393_c0 NA brown
comp17396_c0 NA turquoise
comp17405_c0 NA turquoise
comp1741_c0 NA turquoise
comp17412_c0 NA turquoise
comp17421_c1 NA blue
comp17426_c0 NA yellow
comp1743_c0 NA blue
comp1745_c0 NA blue
comp17450_c1 NA turquoise
comp17453_c0 NA blue
comp17459_c0 NA turquoise
comp1746_c0 NA green
comp17467_c0 NA turquoise
comp17469_c0 NA turquoise
comp1747_c1 NA turquoise
comp17471_c0 NA blue
comp17472_c0 NA turquoise
comp17473_c0 NA yellow
comp17474_c1 NA turquoise
comp17474_c2 NA turquoise
comp17481_c1 NA yellow
comp17487_c0 NA turquoise
comp1749_c0 NA blue
comp17490_c0 NA turquoise
comp17496_c0 NA blue
comp175_c0 NA turquoise
comp17504_c0 NA blue
comp1751_c0 NA turquoise
comp17513_c0 NA blue
comp17525_c0 NA blue
comp1753_c0 NA turquoise
comp17531_c0 NA blue
comp17533_c0 NA yellow
comp17534_c0 NA turquoise
comp17538_c0 NA turquoise
comp1754_c0 NA turquoise
comp17542_c0 NA blue
comp17546_c0 NA turquoise
comp1755_c0 NA blue
comp17550_c0 NA turquoise
comp17554_c0 NA green
comp17558_c2 NA turquoise
comp17560_c0 NA blue
comp17562_c0 NA turquoise
comp17567_c0 NA turquoise
comp1757_c0 NA turquoise
comp17572_c0 NA blue
comp17579_c0 NA turquoise
comp1758_c1 NA turquoise
comp17580_c0 NA turquoise
comp17583_c0 NA blue
comp17584_c0 NA blue
comp17587_c0 NA blue
comp1759_c0 NA yellow
comp176_c6 NA blue
comp1760_c0 NA turquoise
comp1760_c3 NA blue
comp17600_c0 NA turquoise
comp17604_c0 NA blue
comp17608_c0 NA turquoise
comp17609_c0 NA blue
comp1761_c0 NA blue
comp17613_c0 NA turquoise
comp17618_c0 NA turquoise
comp1762_c0 NA turquoise
comp17622_c0 NA blue
comp17627_c0 NA turquoise
comp1763_c0 NA turquoise
comp17630_c0 NA blue
comp17632_c0 NA green
comp17633_c0 NA blue
comp17639_c0 NA black
comp1764_c0 NA blue
comp17642_c0 NA turquoise
comp17647_c0 NA yellow
comp17650_c0 NA turquoise
comp17652_c0 NA blue
comp17654_c0 NA turquoise
comp17658_c0 NA brown
comp17666_c0 NA turquoise
comp17667_c0 NA blue
comp17669_c0 NA turquoise
comp1767_c0 NA turquoise
comp17671_c0 NA blue
comp17676_c0 NA turquoise
comp17678_c0 NA blue
comp1768_c0 NA turquoise
comp17681_c0 NA turquoise
comp1769_c2 NA brown
comp17693_c0 NA blue
comp177_c0 NA turquoise
comp1770_c0 NA turquoise
comp17703_c0 NA blue
comp17704_c0 NA turquoise
comp17708_c0 NA blue
comp1771_c0 NA blue
comp17710_c0 NA turquoise
comp17715_c1 NA turquoise
comp1772_c0 NA turquoise
comp17725_c0 NA blue
comp17726_c0 NA turquoise
comp17729_c0 NA turquoise
comp17732_c1 NA brown
comp17737_c1 NA turquoise
comp17739_c0 NA brown
comp1774_c0 NA yellow
comp17743_c0 NA turquoise
comp17750_c0 NA turquoise
comp1776_c0 NA turquoise
comp17762_c0 NA blue
comp17764_c2 NA blue
comp17766_c0 NA turquoise
comp17770_c0 NA turquoise
comp17771_c0 NA blue
comp17772_c0 NA turquoise
comp17775_c0 NA brown
comp17775_c2 NA brown
comp17777_c0 NA turquoise
comp1778_c0 NA turquoise
comp17785_c0 NA blue
comp1779_c0 NA blue
comp17795_c0 NA turquoise
comp17796_c0 NA turquoise
comp1780_c0 NA blue
comp17803_c0 NA black
comp1781_c0 NA turquoise
comp17811_c1 NA turquoise
comp17818_c2 NA blue
comp1782_c0 NA blue
comp17825_c0 NA blue
comp17826_c0 NA blue
comp17828_c0 NA blue
comp17836_c0 NA turquoise
comp17840_c0 NA blue
comp17859_c0 NA yellow
comp1786_c0 NA turquoise
comp17865_c0 NA black
comp17866_c0 NA blue
comp1787_c0 NA blue
comp1787_c2 NA turquoise
comp17874_c0 NA blue
comp17874_c1 NA blue
comp17878_c0 NA turquoise
comp17882_c0 NA turquoise
comp17883_c0 NA turquoise
comp17885_c0 NA blue
comp1789_c0 NA turquoise
comp17890_c0 NA turquoise
comp17893_c0 NA turquoise
comp17895_c0 NA blue
comp179_c0 NA turquoise
comp1790_c0 NA turquoise
comp17900_c0 NA turquoise
comp17901_c0 NA blue
comp17917_c0 NA red
comp17928_c0 NA blue
comp17929_c0 NA blue
comp17930_c0 NA blue
comp17937_c0 NA blue
comp1794_c0 NA turquoise
comp17948_c0 NA blue
comp1795_c0 NA turquoise
comp17952_c1 NA turquoise
comp17956_c0 NA turquoise
comp17961_c0 NA turquoise
comp17964_c0 NA blue
comp17969_c0 NA blue
comp17975_c0 NA turquoise
comp17979_c0 NA blue
comp1798_c0 NA blue
comp17981_c1 NA brown
comp17984_c0 NA blue
comp17988_c0 NA blue
comp17990_c0 NA turquoise
comp17994_c0 NA turquoise
comp17995_c1 NA blue
comp17999_c0 NA black
comp18_c0 NA blue
comp18000_c0 NA blue
comp18001_c0 NA blue
comp1801_c0 NA turquoise
comp18010_c0 NA blue
comp18013_c0 NA turquoise
comp18014_c0 NA blue
comp18017_c0 NA brown
comp18025_c0 NA blue
comp18027_c0 NA blue
comp18028_c0 NA black
comp1803_c0 NA turquoise
comp18032_c0 NA blue
comp18034_c0 NA red
comp1804_c0 NA blue
comp18041_c1 NA turquoise
comp18047_c0 NA turquoise
comp18048_c0 NA brown
comp18049_c0 NA turquoise
comp1806_c0 NA turquoise
comp18061_c0 NA brown
comp18064_c0 NA turquoise
comp18069_c0 NA turquoise
comp18070_c0 NA blue
comp18075_c0 NA turquoise
comp18076_c0 NA blue
comp18085_c0 NA brown
comp18089_c0 NA blue
comp18090_c0 NA turquoise
comp18092_c0 NA turquoise
comp18093_c0 NA turquoise
comp1810_c0 NA turquoise
comp18101_c2 NA turquoise
comp18103_c1 NA turquoise
comp18105_c0 NA blue
comp18124_c0 NA turquoise
comp18125_c0 NA turquoise
comp1813_c0 NA turquoise
comp18134_c0 NA turquoise
comp18137_c0 NA turquoise
comp18142_c0 NA turquoise
comp18146_c0 NA red
comp1815_c0 NA turquoise
comp1816_c0 NA brown
comp1817_c0 NA blue
comp18172_c0 NA turquoise
comp18173_c0 NA blue
comp18183_c0 NA turquoise
comp18184_c0 NA turquoise
comp18188_c0 NA turquoise
comp18193_c0 NA turquoise
comp18198_c0 NA brown
comp18199_c0 NA turquoise
comp182_c0 NA blue
comp18200_c0 NA blue
comp18204_c1 NA blue
comp18208_c0 NA turquoise
comp18213_c0 NA turquoise
comp18217_c0 NA blue
comp18221_c0 NA turquoise
comp18222_c0 NA turquoise
comp18223_c0 NA turquoise
comp18224_c0 NA blue
comp1823_c0 NA turquoise
comp18233_c0 NA turquoise
comp18234_c0 NA blue
comp18238_c0 NA blue
comp18249_c0 NA blue
comp18253_c0 NA turquoise
comp1826_c0 NA blue
comp18266_c1 NA turquoise
comp1827_c0 NA blue
comp18271_c0 NA turquoise
comp18275_c2 NA blue
comp18282_c0 NA blue
comp18284_c0 NA turquoise
comp18285_c0 NA blue
comp18287_c0 NA blue
comp18288_c0 NA yellow
comp1829_c0 NA blue
comp18292_c0 NA turquoise
comp18297_c0 NA blue
comp183_c0 NA turquoise
comp1830_c0 NA blue
comp18302_c0 NA blue
comp18308_c0 NA blue
comp1831_c0 NA turquoise
comp18310_c2 NA blue
comp18318_c0 NA green
comp1832_c0 NA turquoise
comp18326_c0 NA turquoise
comp18327_c0 NA turquoise
comp18330_c0 NA yellow
comp18331_c0 NA turquoise
comp18335_c1 NA blue
comp18336_c1 NA yellow
comp18337_c0 NA turquoise
comp18340_c0 NA blue
comp18341_c0 NA blue
comp18343_c0 NA turquoise
comp18344_c0 NA blue
comp18353_c0 NA turquoise
comp1836_c0 NA blue
comp18364_c0 NA turquoise
comp18378_c0 NA blue
comp18379_c0 NA blue
comp18382_c0 NA blue
comp18385_c0 NA yellow
comp18386_c0 NA turquoise
comp18389_c0 NA blue
comp1839_c0 NA turquoise
comp18390_c0 NA turquoise
comp18394_c0 NA turquoise
comp18396_c0 NA green
comp18399_c0 NA green
comp184_c0 NA blue
comp18403_c0 NA turquoise
comp18407_c0 NA turquoise
comp18410_c0 NA blue
comp18412_c0 NA blue
comp18413_c0 NA turquoise
comp1842_c0 NA turquoise
comp18429_c2 NA blue
comp1843_c0 NA turquoise
comp18430_c0 NA blue
comp18436_c0 NA blue
comp18439_c0 NA turquoise
comp18442_c0 NA blue
comp18446_c0 NA turquoise
comp18456_c0 NA blue
comp1846_c0 NA turquoise
comp18466_c0 NA turquoise
comp18479_c0 NA turquoise
comp18479_c1 NA turquoise
comp18491_c0 NA black
comp18492_c0 NA turquoise
comp18495_c0 NA blue
comp185_c0 NA turquoise
comp1850_c0 NA turquoise
comp18500_c0 NA blue
comp18504_c0 NA turquoise
comp18505_c0 NA black
comp18507_c0 NA blue
comp1851_c0 NA blue
comp18519_c0 NA blue
comp1852_c0 NA turquoise
comp1852_c1 NA turquoise
comp18529_c0 NA brown
comp1853_c0 NA turquoise
comp18536_c0 NA turquoise
comp1854_c0 NA blue
comp18544_c0 NA blue
comp18546_c0 NA turquoise
comp18548_c1 NA turquoise
comp18549_c0 NA red
comp1855_c0 NA blue
comp18550_c0 NA turquoise
comp18551_c0 NA turquoise
comp18552_c0 NA blue
comp18556_c0 NA yellow
comp18558_c0 NA turquoise
comp18559_c0 NA turquoise
comp18564_c0 NA turquoise
comp18569_c0 NA blue
comp1857_c0 NA turquoise
comp18577_c0 NA brown
comp18578_c0 NA blue
comp1858_c0 NA blue
comp18585_c0 NA turquoise
comp1859_c0 NA blue
comp18590_c0 NA turquoise
comp18591_c0 NA yellow
comp18595_c0 NA turquoise
comp18597_c0 NA turquoise
comp18599_c0 NA blue
comp1860_c0 NA blue
comp18600_c0 NA turquoise
comp18601_c1 NA blue
comp18602_c0 NA brown
comp18608_c0 NA turquoise
comp18610_c0 NA turquoise
comp18611_c0 NA blue
comp18613_c1 NA blue
comp18615_c0 NA brown
comp18619_c0 NA green
comp1862_c0 NA blue
comp18625_c0 NA turquoise
comp18628_c0 NA blue
comp18632_c0 NA turquoise
comp18633_c0 NA brown
comp18637_c0 NA turquoise
comp18639_c0 NA turquoise
comp18645_c0 NA turquoise
comp18647_c0 NA turquoise
comp1865_c0 NA turquoise
comp18654_c0 NA yellow
comp18664_c0 NA blue
comp18667_c0 NA turquoise
comp18673_c1 NA green
comp18674_c0 NA brown
comp18675_c0 NA blue
comp18677_c0 NA blue
comp1868_c0 NA blue
comp18681_c1 NA blue
comp18682_c1 NA blue
comp18692_c0 NA turquoise
comp18693_c0 NA blue
comp18696_c0 NA brown
comp18698_c0 NA turquoise
comp18699_c0 NA blue
comp187_c0 NA turquoise
comp1870_c0 NA blue
comp18700_c0 NA blue
comp18707_c0 NA turquoise
comp18712_c1 NA turquoise
comp18713_c0 NA blue
comp18716_c1 NA turquoise
comp18717_c0 NA turquoise
comp1872_c0 NA blue
comp1872_c1 NA blue
comp18720_c0 NA green
comp18726_c0 NA turquoise
comp18727_c0 NA turquoise
comp1873_c0 NA turquoise
comp18734_c0 NA turquoise
comp18735_c0 NA turquoise
comp18742_c1 NA brown
comp18746_c0 NA turquoise
comp18747_c0 NA turquoise
comp1875_c0 NA turquoise
comp18760_c0 NA turquoise
comp18766_c0 NA blue
comp18767_c0 NA turquoise
comp1877_c0 NA blue
comp18770_c0 NA blue
comp18774_c0 NA blue
comp18775_c0 NA turquoise
comp18776_c0 NA turquoise
comp1878_c0 NA turquoise
comp18780_c0 NA turquoise
comp18786_c0 NA blue
comp1879_c0 NA blue
comp18796_c0 NA blue
comp18797_c2 NA turquoise
comp1880_c0 NA blue
comp18802_c0 NA blue
comp18806_c0 NA blue
comp18809_c1 NA turquoise
comp1881_c0 NA blue
comp18811_c0 NA blue
comp18814_c0 NA blue
comp18816_c0 NA yellow
comp18817_c1 NA blue
comp18820_c0 NA blue
comp18820_c2 NA blue
comp18822_c0 NA turquoise
comp18823_c0 NA turquoise
comp18825_c0 NA blue
comp18827_c0 NA turquoise
comp1883_c0 NA blue
comp18831_c0 NA blue
comp18833_c0 NA turquoise
comp18835_c0 NA blue
comp18836_c1 NA turquoise
comp18842_c0 NA blue
comp18843_c0 NA yellow
comp18844_c0 NA turquoise
comp1885_c1 NA green
comp18853_c0 NA blue
